Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Austria,AUT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.42064411,53.39210648,53.35398523,53.30698767,53.2546761,53.18617013,53.10146426,53.01666434,52.96413125,52.92940595,52.88737855,52.83783872,52.7762843,52.71111388,52.70493864,52.75634208,52.77767164,52.76603354,52.76179396,52.76633356,52.75134577,52.69820875,52.65020263,52.61973963,52.57995468,52.52945142,52.46651094,52.40180762,52.33175202,52.24500226,52.1330939,52.01684246,51.92196833,51.84564034,51.7901193,51.76130347,51.74533532,51.72893049,51.70656162,51.67527449,51.63466921,51.5768022,51.51346851,51.47110185,51.43490866,51.38924915,51.35609233,51.34426446,51.33490868,51.31914608,51.30426558,51.2783988,51.23460239,51.1839146,51.11465322,50.9812239,50.86731085,50.83277105,50.81956217,50.81106404,50.79747731,50.78378567,50.76738746,
Azerbaijan,AZE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.53509393,52.42884705,52.3263293,52.23021396,52.14144142,52.06222401,51.98954414,51.92273021,51.86435041,51.81019408,51.75821063,51.71047008,51.66604385,51.62224551,51.58056037,51.53969308,51.56553706,51.66773358,51.77357796,51.83552774,51.86081597,51.88538505,51.90523914,51.91963361,51.92464467,51.91975493,51.91023076,51.9010583,51.86555134,51.81264504,51.76548055,51.71922141,51.68825453,51.66746403,51.69161378,51.76328028,51.83603781,51.90636671,51.97581275,51.98769998,51.92969471,51.8596,51.78840455,51.71718826,51.62302873,51.50440082,51.38391664,51.26199947,51.13844957,51.05075558,50.99793206,50.94416997,50.89285037,50.84354034,50.79556513,50.75276677,50.72044119,50.69507059,50.6684152,50.63796615,50.62999328,50.65226464,50.65831737,
Burundi,BDI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.66873708,51.61979594,51.56912902,51.52498208,51.47145559,51.43095197,51.39642097,51.3530797,51.3137913,51.27999442,51.24645709,51.20776534,51.26622048,51.33970796,51.30802135,51.26129831,51.21999097,51.1796779,51.13821078,51.10313462,51.05072442,51.0023397,50.97064036,50.93549019,50.90403918,50.87766349,50.85647596,50.83546782,50.83295396,50.83438832,50.82250552,50.80894355,50.78328111,50.82601589,50.83529524,50.7838227,50.79412266,50.80288839,50.79191893,50.77557612,50.76650466,50.76060256,50.74846539,50.72730098,50.69867324,50.67004797,50.64261921,50.61282437,50.58313438,50.55059117,50.51794178,50.49081864,50.46495429,50.44054545,50.41882672,50.40834712,50.40169849,50.38910079,50.37521299,50.36329759,50.35607767,50.34913359,50.34029048,
Belgium,BEL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.99184035,51.00553866,51.01469298,51.02206332,51.02797539,51.03335743,51.03812916,51.04312256,51.05004534,51.058225,51.06460689,51.06976282,51.07822461,51.088376,51.09693083,51.10431477,51.11253991,51.12056326,51.1264253,51.13084319,51.13544775,51.13909638,51.13914571,51.13628578,51.13521917,51.1366997,51.13482605,51.13073738,51.12916472,51.12664873,51.12316207,51.11955759,51.11626818,51.11418677,51.11149049,51.11055771,51.11089555,51.10906371,51.10529106,51.1020694,51.09899387,51.09465233,51.08874762,51.07953338,51.06983317,51.06007638,51.0486985,51.03506323,51.01795368,50.99856907,50.97646642,50.95095787,50.92300079,50.8926615,50.85959453,50.82142613,50.7830899,50.74760931,50.71003909,50.67243424,50.63653608,50.61030008,50.58909928,
Benin,BEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.36155626,52.27181862,52.18269989,52.09697803,52.01273896,51.92969772,51.85093676,51.77525082,51.702871,51.63074275,51.55810776,51.48895165,51.42262977,51.3593689,51.29961869,51.24389448,51.19253111,51.14627174,51.10831204,51.07756577,51.04945593,51.02201687,50.99619301,50.97477518,50.95849823,50.94156602,50.92141244,50.90081934,50.87666176,50.84868907,50.82018436,50.79122683,50.76146373,50.71714339,50.67410677,50.63827718,50.59251821,50.54357067,50.50145174,50.46676121,50.43564447,50.40567573,50.37279748,50.33892538,50.30436172,50.29362216,50.28214377,50.24550285,50.21382772,50.18860696,50.16501671,50.1417074,50.11434902,50.08484071,50.05681666,50.03098479,50.00690492,49.98433617,49.963214,49.94383441,49.92711848,49.91333699,49.90366861,
Burkina Faso,BFA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.09065137,49.22650336,49.36116318,49.49027451,49.61501039,49.7347288,49.84987975,49.9606518,50.0669941,50.17200753,50.27410755,50.37977025,50.4846706,50.58179589,50.66838746,50.74170262,50.80051645,50.83779197,50.86116454,50.87942276,50.88760699,50.88879,50.88609836,50.87277113,50.85178616,50.83248477,50.82229438,50.82064058,50.82028274,50.81897789,50.81920428,50.83515713,50.85880114,50.87436834,50.88380475,50.88827551,50.89542529,50.89803001,50.86901127,50.81630519,50.76167511,50.70194822,50.63561424,50.56769106,50.50105321,50.44206499,50.39791169,50.37394269,50.36929737,50.3683637,50.36562677,50.35971063,50.34338507,50.32609815,50.30815348,50.28630434,50.26215665,50.23833101,50.222523,50.2126731,50.19844697,50.17938133,50.16638615,
Bangladesh,BGD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.0974773,48.12173383,48.14346303,48.15713802,48.16652522,48.17367078,48.17912257,48.18736771,48.19528677,48.20039222,48.18271069,48.36883019,48.56528511,48.55000402,48.53432126,48.55124029,48.60364901,48.65115071,48.69057108,48.72700642,48.75582697,48.77094885,48.7726804,48.76796407,48.76595083,48.7718283,48.77928087,48.78542254,48.79140559,48.79013009,48.77972547,48.7717858,48.77985409,48.7971747,48.81426909,48.83836979,48.86409194,48.89400478,48.93217413,48.96748545,49.00405344,49.05225836,49.11677536,49.19654488,49.28130811,49.37437599,49.49860313,49.63120508,49.7757117,49.90760415,49.98783452,50.04648095,50.09649673,50.14806875,50.19689596,50.24025661,50.27092228,50.29330575,50.32221484,50.35883613,50.38630798,50.4015426,50.42875668,
Bulgaria,BGR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.80950298,50.75875775,50.71092676,50.66701381,50.63117218,50.6067018,50.58983146,50.5803459,50.57696537,50.57788051,50.58015018,50.58542075,50.59411024,50.60298813,50.61261481,50.62465502,50.63970982,50.6579074,50.67926643,50.70378309,50.73420435,50.76722922,50.80169021,50.84409162,50.89307108,50.9448613,50.99907783,51.05395987,51.10908275,51.16481135,51.22295523,51.27950413,51.33983347,51.41153116,51.48950701,51.56689192,51.63569634,51.6935398,51.74858259,51.79224584,51.81731434,51.83130758,51.83241983,51.82565376,51.81685008,51.80357664,51.78253101,51.75249238,51.71596082,51.67689514,51.63987122,51.60852325,51.58089692,51.56087866,51.54788819,51.53467803,51.52599892,51.52124045,51.5093016,51.49380393,51.49456777,51.50424028,51.50678573,
Bahrain,BHR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,44.32046599,44.28999221,44.25671583,44.22066696,44.19439725,44.25579757,44.40279571,44.54703391,44.68289999,44.81208698,44.93720653,44.75306504,44.20937473,43.64069952,43.14277585,42.70858177,42.32945835,41.99475482,41.69749057,41.43127861,41.18865401,41.05132077,41.03836918,41.06410522,41.10305641,41.15384173,41.21271624,41.27656382,41.34092776,41.40449966,41.46705372,41.47063493,41.41756993,41.3645197,41.3124901,41.26251766,41.21525517,41.17013436,41.12618293,41.07967688,41.02541036,40.95927872,40.87561003,40.62198043,40.10949654,39.55235547,39.08150623,38.67934864,38.32860657,38.01185804,37.87310128,37.80848906,37.51337822,37.60166065,38.16772351,38.20761712,37.7846163,37.38497317,37.33820108,37.53068556,37.70224621,37.90263554,38.0397668,
"Bahamas, The",BHS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.19650655,50.89006455,50.59419659,50.31928769,50.17977447,50.15153712,50.11663792,50.08881332,50.06950488,50.04717937,49.9734828,49.89128961,49.86705853,49.8711014,49.87990919,49.88384246,49.87530083,49.85798018,49.84187223,49.8336569,49.83240373,49.89910334,50.02691912,50.14793775,50.26247481,50.37916523,50.50278305,50.63101972,50.7429392,50.83297865,50.84029422,50.82844909,50.86160732,50.88699491,50.91480525,50.94407018,50.97546018,51.00895957,51.04217528,51.07221362,51.11656729,51.16768701,51.21316639,51.26178026,51.31205023,51.35881128,51.40927342,51.46980703,51.5359914,51.5960843,51.66045136,51.72562508,51.77445486,51.81978478,51.86453919,51.90872352,51.95668424,52.0096737,52.06441307,52.11156895,52.14763169,52.1880041,52.23789221,
Bosnia and Herzegovina,BIH,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.68771929,51.6689306,51.64952921,51.62918598,51.6071596,51.58166403,51.54942943,51.50925568,51.46275906,51.40951459,51.34935597,51.28162473,51.20563214,51.12285806,51.03642599,50.95025223,50.86650645,50.78615585,50.71038003,50.64089376,50.5814773,50.53300661,50.49624323,50.47265857,50.455433,50.43829931,50.42810784,50.42343986,50.42190567,50.42669089,50.43975605,50.46231043,50.6698973,51.06831608,51.33996752,51.40616239,51.3506618,51.29128592,51.25340852,51.23084102,51.22030938,51.21541899,51.20104992,51.18918235,51.19386125,51.20305146,51.21456273,51.21752769,51.21392953,51.21361614,51.21437763,51.21323209,51.21596223,51.19225422,51.12859794,51.05679841,50.98891521,50.9299491,50.87724613,50.82873832,50.79404063,50.77358425,50.77160351,
Belarus,BLR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,55.28928145,55.13253339,54.97163384,54.80970297,54.65417898,54.51043805,54.3720233,54.24097117,54.11645327,54.00391351,53.90770213,53.81955113,53.74309164,53.67940954,53.62666169,53.5884265,53.5591602,53.5377082,53.52296366,53.51722301,53.51296192,53.50371834,53.49810759,53.48980198,53.47953477,53.46423755,53.42457656,53.37202497,53.32749471,53.28166922,53.23960004,53.21469509,53.19624353,53.18570211,53.2024043,53.24100414,53.28227706,53.32216638,53.35927726,53.39111276,53.41664389,53.43573492,53.45825932,53.48737587,53.51558125,53.54594585,53.57584534,53.59645332,53.61554241,53.64037333,53.67326909,53.71614511,53.74833823,53.75942988,53.76526024,53.76827372,53.76924036,53.77634613,53.7899458,53.81739309,53.85993394,53.90554372,53.95609669,
Belize,BLZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.44582782,50.37170558,50.28797771,50.21747486,50.15819675,50.09920067,50.04349355,49.99506332,49.9499238,49.90393161,49.8184525,49.71037688,49.60976858,49.50463054,49.39667237,49.30161084,49.22492526,49.15297798,49.08265135,49.00968108,48.94820613,48.9399317,48.97873485,49.0224475,49.0705668,49.11892117,49.16353153,49.21218856,49.26809178,49.32874451,49.38358828,49.37306261,49.33762132,49.3333402,49.33624304,49.34514335,49.36094167,49.37936689,49.39908496,49.42144002,49.44385747,49.48488513,49.5443128,49.60567883,49.66853833,49.7291128,49.78682432,49.84268423,49.89678445,49.94827658,49.9453596,49.89045269,49.83934563,49.78995497,49.74640612,49.71364739,49.68895737,49.66892896,49.65293954,49.64109022,49.65828609,49.69614855,49.72586312,
Bermuda,BMU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.20049493,49.06386253,49.02335746,48.9810901,48.92816767,48.87623741,48.8313631,48.79532783,48.76764776,48.74256884,48.7398835,48.8399094,49.02072313,49.18658479,49.34465745,49.50428121,49.67118206,49.84466819,50.0149639,50.16649207,50.27536638,50.33298087,50.37174721,50.40810737,50.43933547,50.45584507,50.48129297,50.526017,50.57631301,50.62947593,50.67513485,50.73953762,50.81101471,50.87590868,50.92960701,50.98124947,51.03442513,51.10000498,51.16578387,51.2274315,51.27829105,51.30741706,51.32042679,51.31107127,51.29901179,51.30481742,51.3229023,51.35062385,51.37373929,51.36773318,51.36570681,51.36858011,51.3687854,51.37624791,51.38189567,51.37463575,51.40800406,51.47688661,51.53922386,51.61098226,51.68121691,51.75975695,51.81197806,
Bolivia,BOL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.67337556,50.6610751,50.6460946,50.63125217,50.61521708,50.59660878,50.57740544,50.55713624,50.53625347,50.51427766,50.49027486,50.46564114,50.44102763,50.41574804,50.38862013,50.3620478,50.3363712,50.30961516,50.2814369,50.25201502,50.22266046,50.19374074,50.16576205,50.13941398,50.11372495,50.0887618,50.06492657,50.04254339,50.0221485,50.00373428,49.98669709,49.97046884,49.95403966,49.90331353,49.82363543,49.75106074,49.68570101,49.62691175,49.57478815,49.53085963,49.49354425,49.48231689,49.49537575,49.51036602,49.5248679,49.53834693,49.552059,49.5656849,49.5798987,49.59517245,49.61129854,49.62786567,49.64509389,49.66300546,49.68052999,49.69733776,49.7140153,49.73094826,49.74784406,49.76447518,49.79729665,49.84427299,49.88295262,
Brazil,BRA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.84699459,49.86966018,49.89530307,49.91919158,49.94215489,49.96463345,49.98660773,50.00798,50.02880342,50.04853651,50.06700486,50.08485284,50.10194735,50.11811774,50.13309362,50.14647999,50.15850709,50.16975179,50.18046382,50.1902567,50.19893182,50.20663099,50.21369094,50.2201762,50.22660936,50.23363838,50.24148052,50.25036103,50.25982181,50.2693617,50.28318032,50.30062031,50.31780019,50.33480281,50.35131031,50.36845537,50.38605825,50.40349973,50.42103299,50.43906671,50.46199626,50.48971062,50.51794086,50.54538462,50.57244955,50.59795607,50.62121214,50.6429977,50.66247841,50.68009674,50.697681,50.71480276,50.73106374,50.74632278,50.75918739,50.77266259,50.79058413,50.80835871,50.82260838,50.83653646,50.85314002,50.87335067,50.89345165,
Barbados,BRB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.97570415,52.87208277,52.69153299,52.5227345,52.36325865,52.21124639,52.06923445,51.93740125,51.80925783,51.69039959,51.58307684,51.51351351,51.47746223,51.44230573,51.40878011,51.37723097,51.34382084,51.30956529,51.2790378,51.25111955,51.2664892,51.32320837,51.38005492,51.44188222,51.51100556,51.58213492,51.65731316,51.73784283,51.81556797,51.88959611,51.90792218,51.89667003,51.91305551,51.93432824,51.95978786,51.98453697,52.00747356,52.03058992,52.04785277,52.05738729,52.06625935,52.08439315,52.10823591,52.1344005,52.16327443,52.19332262,52.22668023,52.25718749,52.2794212,52.30193834,52.29823342,52.26690286,52.23880057,52.21353367,52.19014534,52.16895675,52.14983725,52.13065078,52.11235377,52.09401099,52.07290527,52.05049787,52.03543594,
Brunei Darussalam,BRN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.04379819,46.89764518,46.74488741,46.61416201,46.49187592,46.37557343,46.26766255,46.1709797,46.0892444,46.01443615,45.94916869,45.89589373,45.86478184,45.84443028,45.82409892,45.80433816,45.77860709,45.75398687,45.74062301,45.73209271,45.71442255,45.70605722,45.76085331,45.85997697,45.95774215,46.05369194,46.1466832,46.23536044,46.32013315,46.40081002,46.47689441,46.55673312,46.64907576,46.74672389,46.83987874,46.92858838,47.01531045,47.09608416,47.17071891,47.24609763,47.31886705,47.38692524,47.45685152,47.53237583,47.60653718,47.67491008,47.7401236,47.80355276,47.86513698,47.92562854,47.98499191,48.0276758,48.05328625,48.07725005,48.09987136,48.12130876,48.1424621,48.16396917,48.18547737,48.20773066,48.2309129,48.25662984,48.28419473,
